AAV,start,end,Sample,guppy_01,guppy_02,nanopolish_01,nanopolish_02,megalodon_01,megalodon_02,tombo_01,tombo_02,deepsignal_01,deepsignal_02,annotation
CMV,280,281,liver,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
CMV,302,303,liver,0,0,NA,NA,NA,0,NA,0,NA,NA,NA
CMV,307,308,liver,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
CMV,314,315,liver,0,0,NA,NA,NA,0,NA,100,NA,NA,NA
CMV,357,358,liver,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
CMV,368,369,liver,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
CMV,376,377,liver,0,0,NA,NA,NA,0,NA,100,NA,NA,NA
CMV,379,380,liver,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA
CMV,398,399,liver,0,0,NA,NA,NA,0,NA,0,NA,NA,NA
CMV,401,402,liver,0,0,NA,NA,NA,0,NA,0,NA,NA,NA
CMV,462,463,liver,0,0,NA,NA,NA,0,NA,0,NA,NA,NA
CMV,547,548,liver,0,100,NA,NA,NA,100,NA,0,0,NA,NA
CMV,555,556,liver,0,0,NA,NA,NA,0,NA,NA,0,NA,NA
CMV,602,603,liver,0,0,NA,NA,NA,0,NA,0,0,NA,NA
CMV,611,612,liver,0,0,NA,NA,NA,0,NA,0,0,NA,NA
CMV,653,654,liver,0,0,NA,NA,NA,0,NA,NA,0,NA,NA
CMV,687,688,liver,0,0,NA,NA,NA,0,NA,NA,0,NA,NA
CMV,692,693,liver,0,0,NA,NA,NA,100,NA,NA,0,NA,NA
CMV,709,710,liver,0,0,NA,NA,NA,0,NA,0,0,NA,NA
CMV,731,732,liver,0,0,NA,NA,NA,0,NA,NA,0,NA,NA
CMV,759,760,liver,0,0,NA,NA,NA,0,NA,0,0,NA,NA
CMV,785,786,liver,0,0,NA,NA,NA,0,NA,0,0,NA,NA
CMV,789,790,liver,0,0,NA,NA,NA,0,NA,0,0,NA,NA
CMV,832,833,liver,0,0,NA,NA,NA,0,NA,NA,0,NA,NA
CMV,839,840,liver,0,0,NA,NA,NA,0,NA,NA,0,NA,NA
CMV,850,851,liver,0,0,NA,NA,NA,0,NA,0,0,NA,NA
CMV,890,891,liver,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
CMV,895,896,liver,0,NA,NA,NA,NA,NA,NA,100,0,NA,NA
CMV,1113,1114,liver,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
CMV,1125,1126,liver,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMV,1135,1136,liver,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMV,1180,1181,liver,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMV,1221,1222,liver,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMV,1236,1237,liver,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMV,1263,1264,liver,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMV,1287,1288,liver,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
CMV,1320,1321,liver,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMV,1356,1357,liver,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA
CMV,1369,1370,liver,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA
CMV,1408,1409,liver,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA
CMV,1426,1427,liver,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
CMV,1442,1443,liver,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA
CMV,1466,1467,liver,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
CMV,1470,1471,liver,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA
CMV,1479,1480,liver,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA
CMV,1488,1489,liver,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
CMV,1511,1512,liver,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA
CMV,1515,1516,liver,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA
CMV,1525,1526,liver,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA
CMV,1561,1562,liver,0,NA,NA,NA,0,0,NA,NA,0,NA,NA
CMV,1573,1574,liver,0,NA,NA,NA,0,0,NA,NA,0,NA,NA
CMV,1606,1607,liver,0,0,NA,NA,0,0,NA,0,0,NA,NA
CMV,1615,1616,liver,0,0,NA,NA,0,0,NA,NA,0,NA,NA
CMV,1628,1629,liver,0,0,NA,NA,0,0,NA,0,0,NA,NA
CMV,1654,1655,liver,0,0,NA,NA,100,0,NA,0,0,NA,NA
CMV,1678,1679,liver,0,0,NA,NA,0,0,NA,NA,0,NA,NA
CMV,1703,1704,liver,0,0,NA,NA,0,0,NA,0,0,NA,NA
CMV,1706,1707,liver,0,0,NA,NA,0,0,NA,0,0,NA,NA
CMV,1722,1723,liver,0,0,NA,NA,0,0,NA,0,0,NA,NA
CMV,1759,1760,liver,0,0,NA,NA,NA,0,NA,NA,0,NA,NA
CMV,1772,1773,liver,0,50,NA,NA,NA,0,NA,NA,0,NA,NA
CMV,1818,1819,liver,0,0,NA,NA,0,0,NA,NA,0,NA,NA
CMV,1844,1845,liver,0,50,0,NA,0,0,NA,NA,0,NA,NA
CMV,1852,1853,liver,0,0,0,NA,0,0,0,NA,0,NA,NA
CMV,1873,1874,liver,0,0,0,NA,0,NA,NA,NA,0,NA,NA
CMV,1880,1881,liver,0,0,0,NA,0,NA,0,NA,0,NA,NA
CMV,1886,1887,liver,0,0,0,NA,0,NA,NA,NA,0,NA,NA
CMV,1890,1891,liver,0,0,0,NA,0,NA,NA,NA,0,NA,NA
CMV,1894,1895,liver,0,0,0,NA,0,NA,0,NA,0,NA,NA
CMV,1931,1932,liver,0,0,0,NA,0,NA,0,NA,0,NA,NA
CMV,1940,1941,liver,0,100,0,NA,0,NA,NA,NA,0,NA,NA
CMV,1947,1948,liver,0,100,0,NA,0,NA,0,NA,0,NA,NA
CMV,1959,1960,liver,0,0,0,NA,0,NA,0,NA,0,NA,NA
CMV,1961,1962,liver,0,0,0,NA,0,NA,0,NA,0,NA,NA
CMV,1968,1969,liver,0,0,0,NA,0,NA,NA,NA,0,NA,NA
CMV,5849,5850,liver,0,1.78571428571429,NA,0,16.8,25.35,88.89,100,0,0.8,NA
CMV,6001,6002,liver,0,11.2980769230769,12.5,0,3.35,4.75,33.33,60,0,5,ITR2_right
CMV,6033,6034,liver,0,3.57142857142857,0,0,3.1,0,0,0,0,0,ITR2_right
CMV,6037,6038,liver,0,9.09090909090909,0,0,7.15,16.65,0,0,6.25,0,ITR2_right
CMV,6063,6064,liver,0,0,NA,NA,0,NA,0,NA,0,50,NA
CMV,6071,6072,liver,0,0,NA,NA,0,NA,NA,NA,100,0,NA
CMV,6081,6082,liver,0,0,NA,NA,0,NA,NA,NA,0,0,NA
CMV,6086,6087,liver,0,0,NA,NA,0,NA,50,NA,0,0,NA
CMV,6090,6091,liver,0,0,NA,NA,0,NA,NA,0,0,0,NA
CMV,6122,6123,liver,0,0,NA,NA,0,NA,NA,NA,NA,0,NA
CMV,6177,6178,liver,0,NA,NA,NA,0,NA,NA,0,NA,0,NA
CMV,6182,6183,liver,0,NA,NA,NA,0,NA,NA,100,NA,0,NA
CMV,6188,6189,liver,0,NA,NA,NA,0,NA,NA,0,NA,0,NA
CMV,6211,6212,liver,0,NA,NA,NA,0,NA,NA,0,NA,0,NA
CMV,6215,6216,liver,0,NA,NA,NA,50,NA,NA,0,NA,0,NA
CMV,6224,6225,liver,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA
CMV,6245,6246,liver,0,NA,NA,NA,0,NA,NA,0,NA,0,NA
CMV,6250,6251,liver,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA
CMV,6254,6255,liver,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA
CMV,6282,6283,liver,0,NA,NA,NA,0,NA,NA,0,NA,0,NA
CMV,6318,6319,liver,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
CMV,6326,6327,liver,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
CMV,6360,6361,liver,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA
CMV,6373,6374,liver,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA
CMV,6385,6386,liver,0,NA,NA,NA,50,0,NA,NA,NA,NA,NA
CMV,6393,6394,liver,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA
CMV,6403,6404,liver,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA
CMV,6108,6109,liver,NA,0,NA,NA,0,NA,NA,NA,0,0,NA
GFAP,2165,2166,liver,33.3333333333333,0,2.94117647058824,1.35135135135135,1.2,6.75,0,6.0600000000000005,2.7,5.4,NA
GFAP,2421,2422,liver,50,0,7.14285714285714,5,10.4,10.7,0,100,4.8500000000000005,1,GFAP
GFAP,2511,2512,liver,41.6666666666667,12.5,3.9705882352941204,10.4651162790698,9.15,5.1,23.080000000000002,27.91,11.85,15.5,GFAP
GFAP,2519,2520,liver,66.6666666666667,32.5,3.9705882352941204,10.4651162790698,2.65,12.5,0,27.500000000000004,13.900000000000002,25.95,GFAP
GFAP,2637,2638,liver,25,0,4.545454545454549,2.12765957446809,3.35,2.85,15.790000000000001,15.379999999999999,2.1,4,GFAP
GFAP,2813,2814,liver,25,0,0,2.87267080745342,1.45,4,14.29,2.13,0,1,GFAP
GFAP,3133,3134,liver,25,7.14285714285714,2.7027027027027,12.771739130434801,6.85,15.1,0,17.5,7.9,11.1,GFAP
GFAP,3207,3208,liver,50,38.0952380952381,1.35135135135135,3.9705882352941204,1.3,5.25,0,22.220000000000002,2.65,7.3999999999999995,GFAP
GFAP,3895,3896,liver,50,10,6.25,17.6948051948052,7.15,5.35,93.33,80,4.25,21.15,GFAP
GFAP,4400,4401,liver,25,11.1111111111111,1.92307692307692,4.679487179487181,0,0.6,16.669999999999998,40,0,1.95,NA
GFAP,4430,4431,liver,25,0,2,2.1739130434782603,1.65,1.45,0,2.33,1.55,4.25,eYFP
GFAP,4481,4482,liver,25,0,0,1.16279069767442,0,1.5,33.33,36,0,0.8500000000000001,eYFP
GFAP,4580,4581,liver,16.6666666666667,5.55555555555556,0,16.6666666666667,14.85,12.55,100,100,7.7,14.000000000000002,eYFP
GFAP,4598,4599,liver,25,20,3.57142857142857,0,3.6,3.3,3.85,12.770000000000001,8.5,4.7,eYFP
GFAP,4635,4636,liver,16.6666666666667,11.1111111111111,0,2.4390243902439,2.1,6.65,0,4.760000000000001,0,1.15,eYFP
GFAP,4676,4677,liver,33.3333333333333,14.5833333333333,0,1,15.45,10.35,22.220000000000002,31.25,12.25,14.05,eYFP
GFAP,4694,4695,liver,16.6666666666667,11.1111111111111,0,1,3.45,8.55,0,0,10.25,11.200000000000001,eYFP
GFAP,4748,4749,liver,16.6666666666667,0,0,0,3.25,1.55,14.29,14.81,0,0,eYFP
GFAP,4766,4767,liver,12.5,7.14285714285714,0,0,0,1.2,7.140000000000001,7.89,0,0.95,eYFP
GFAP,4787,4788,liver,12.5,0,2.1739130434782603,5.28571428571429,4.85,4.7,14.81,23.400000000000002,0,2.1999999999999997,eYFP
GFAP,4880,4881,liver,25,6.25,15.5555555555556,7.16845878136201,1.7,2.1,100,80,5.75,6.45,eYFP
GFAP,4937,4938,liver,25,0,2,2.38095238095238,1.7,1.65,3.3300000000000005,11.110000000000001,2.1,0,eYFP
GFAP,4943,4944,liver,50,6.25,2,2.38095238095238,1.6,1.55,25,0,6.25,4.5,eYFP
GFAP,4985,4986,liver,12.5,7.14285714285714,0,1.99612403100775,1.7,1.1,5,10.81,1.7999999999999998,0,eYFP
GFAP,5006,5007,liver,12.5,16.6666666666667,0,4.90196078431373,2.5,0,100,100,14.299999999999999,13.3,eYFP
GFAP,5033,5034,liver,12.5,12.5,0,3.2258064516128995,1.85,5.2,88.89,70,7.3999999999999995,7.95,eYFP
GFAP,5054,5055,liver,25,6.25,1.66666666666667,1.6129032258064497,4.95,0,15,0,0,0.8,eYFP
GFAP,5087,5088,liver,25,7.14285714285714,1.85185185185185,1.16279069767442,1.3,1.8,26.32,22.58,1.9,3.9,eYFP
GFAP,5237,5238,liver,10,7.14285714285714,0,5,1.6,0.75,83.33,100,4.7,2.45,BGHp(A)
GFAP,5557,5558,liver,50,NA,0,5.55555555555556,0,12.95,0,0,4.55,0,ITR2_right
GFAP,5580,5581,liver,100,0,0,20.8333333333333,0,3.55,0,66.67,0,10,ITR2_right
GFAP,5599,5600,liver,100,0,0,14.285714285714299,8.35,12.5,16.669999999999998,50,0,12.5,ITR2_right
GFAP,5602,5603,liver,100,100,0,14.285714285714299,7.15,16.65,50,50,0,6.25,ITR2_right
GFAP,2079,2080,liver,0,50,12.5,0,3.1,5.55,8.33,0,3.85,2.9499999999999997,ITR2_left
GFAP,2083,2084,liver,0,0,12.5,0,2.8,7.15,10,8.33,0,0,ITR2_left
GFAP,2087,2088,liver,0,0,12.5,0,7.7,14.95,8.33,7.140000000000001,1.7999999999999998,0,ITR2_left
GFAP,2089,2090,liver,0,0,12.5,0,10.95,8.15,0,10.530000000000001,1.7000000000000002,0,ITR2_left
GFAP,2147,2148,liver,0,57.142857142857096,5.57142857142857,10.6060606060606,3.1,6.55,57.14,20,2.5,7.3999999999999995,NA
GFAP,2286,2287,liver,0,0,1.16279069767442,4.25170068027211,1.5,4.35,14.29,16.669999999999998,4.55,15.299999999999999,GFAP
GFAP,2294,2295,liver,0,12.5,1.16279069767442,4.25170068027211,0,0.8,5.88,11.76,5.55,11.1,GFAP
GFAP,2618,2619,liver,0,0,20.5882352941176,9.25925925925926,5.75,4.5,70,51.519999999999996,9.1,9.45,GFAP
GFAP,2723,2724,liver,0,0,0,7.986111111111111,2.15,1.6,50,47.620000000000005,2.15,1.95,GFAP
GFAP,2785,2786,liver,0,16.6666666666667,5.26315789473684,3.19444444444444,5,4.1,0,9.8,16.650000000000002,15.299999999999999,GFAP
GFAP,2810,2811,liver,0,0,0,2.87267080745342,2.4,1.9,23.53,13.16,2.25,1,GFAP
GFAP,2841,2842,liver,0,8.33333333333333,0,1.0638297872340399,4.95,1.15,NA,0,17.4,7.75,GFAP
GFAP,2946,2947,liver,0,0,4.76190476190476,0.9433962264150939,4.55,10.65,23.080000000000002,13.51,2.4,2.75,GFAP
GFAP,2952,2953,liver,0,0,4.76190476190476,0.9433962264150939,1.05,4.1,0,3.39,2.4,1.15,GFAP
GFAP,2955,2956,liver,0,16.6666666666667,4.76190476190476,0.9433962264150939,1.05,1.9,0,6.45,5.949999999999999,4,GFAP
GFAP,3270,3271,liver,0,7.14285714285714,1.6129032258064497,0,3.7,3.7,21.43,21.21,2.8000000000000003,0,GFAP
GFAP,3296,3297,liver,0,33.3333333333333,14.6825396825397,2.77777777777778,11.35,19.65,6.25,11.43,7.9,11.4,GFAP
GFAP,3316,3317,liver,0,47.6190476190476,0,0,0,2.9,0,22.73,2.7,2.45,GFAP
GFAP,3321,3322,liver,0,16.6666666666667,0,0,1.25,4.45,7.6899999999999995,7.140000000000001,5.4,3.8,GFAP
GFAP,3338,3339,liver,0,16.6666666666667,5,8.705357142857139,4.7,4.25,15.379999999999999,12.9,2.25,7.3,GFAP
GFAP,3366,3367,liver,0,0,0,10,1.3,3.25,0,8.33,4.15,11.1,GFAP
GFAP,3487,3488,liver,0,0,2.63157894736842,5.04201680672269,1.35,0,33.33,25,0,3.75,GFAP
GFAP,4105,4106,liver,0,26.25,1.85185185185185,2,0,2.05,14.29,3.85,5.8500000000000005,6.05,GFAP
GFAP,4166,4167,liver,0,10,0,4.76190476190476,7.7,4.8,25,33.33,4,7.449999999999999,GFAP
GFAP,4240,4241,liver,0,5.55555555555556,5,0,7.05,5.9,6.67,5.88,20.25,13.850000000000001,GFAP
GFAP,4292,4293,liver,0,16.6666666666667,3.125,1.42857142857143,0,3.7,NA,NA,3.6999999999999997,1.9,GFAP
GFAP,4299,4300,liver,0,15,3.125,1.42857142857143,3.45,3.7,0,11.67,8.95,5.45,GFAP
GFAP,4331,4332,liver,0,5,2.27272727272727,1.0869565217391302,3.25,7.3,0,7.02,0,4.5,GFAP
GFAP,4344,4345,liver,0,5.55555555555556,9.4017094017094,10.3448275862069,3.25,1.8,7.6899999999999995,3.0300000000000002,6.15,3.5999999999999996,GFAP
GFAP,4375,4376,liver,0,11.1111111111111,0,9.25925925925926,16.65,11.6,0,42.86,3.45,11.65,GFAP
GFAP,4386,4387,liver,0,18.0555555555556,1.92307692307692,4.679487179487181,8.7,4.8,25,38.46,0,4.5,GFAP
GFAP,4393,4394,liver,0,11.1111111111111,1.92307692307692,4.679487179487181,1.65,0.65,0,4.17,0,0,GFAP
GFAP,4396,4397,liver,0,0,1.92307692307692,4.679487179487181,1.7,1.9,8.33,0,0,0,NA
GFAP,4405,4406,liver,0,5.55555555555556,1.92307692307692,4.679487179487181,0,0,60,62.5,0,0,NA
GFAP,4409,4410,liver,0,0,1.92307692307692,4.679487179487181,0,2.1,16.669999999999998,8.89,6.25,2.55,NA
GFAP,4445,4446,liver,0,18.75,7.4866310160427805,3.57142857142857,4.15,4.6,11.76,11.76,25.6,15.5,eYFP
GFAP,4466,4467,liver,0,11.1111111111111,0,1.16279069767442,3.35,0.55,43.75,37.04,1.7000000000000002,0.8500000000000001,eYFP
GFAP,4475,4476,liver,0,0,0,1.16279069767442,0,3.3,3.5700000000000003,2.33,0,0.8500000000000001,eYFP
GFAP,4478,4479,liver,0,0,0,1.16279069767442,1.45,0.7,0,6.0600000000000005,0,0.8500000000000001,eYFP
GFAP,4487,4488,liver,0,5.55555555555556,0,1.16279069767442,3.25,1.6,0,17.24,0,3.35,eYFP
GFAP,4502,4503,liver,0,13.8888888888889,0,0,8.15,3.05,50,16.669999999999998,5.35,4.1000000000000005,eYFP
GFAP,4508,4509,liver,0,0,0,0,8.95,8.35,0,0,0,2.15,eYFP
GFAP,4511,4512,liver,0,0,0,0,1.85,0.65,7.140000000000001,0,0,0,eYFP
GFAP,4517,4518,liver,0,8.33333333333333,0,0,1.8,1.6,3.5700000000000003,0,1.6500000000000001,0,eYFP
GFAP,4523,4524,liver,0,0,0,0,2.95,0.65,9.09,9.09,0,0,eYFP
GFAP,4535,4536,liver,0,5.55555555555556,42.8571428571429,45.632798573974995,0,12.5,0,2.63,6.8500000000000005,14.799999999999999,eYFP
GFAP,4568,4569,liver,0,10,6.94444444444444,2.38095238095238,1.85,2.5,5,17.39,7.199999999999999,9.3,eYFP
GFAP,4610,4611,liver,0,0,1.92307692307692,2.1739130434782603,3.25,2.2,4.760000000000001,11.76,3.5000000000000004,4.05,eYFP
GFAP,4616,4617,liver,0,0,1.92307692307692,2.1739130434782603,1.8,3.75,0,2.08,3.6999999999999997,4.15,eYFP
GFAP,4631,4632,liver,0,0,0,2.4390243902439,0,0.6,20,12,0,2.35,eYFP
GFAP,4643,4644,liver,0,11.1111111111111,0,2.4390243902439,0,0,35.29,31.25,5.1499999999999995,3.25,eYFP
GFAP,4661,4662,liver,0,25,5.26315789473684,0,8.25,5.45,25,0,0,2.1,eYFP
GFAP,4685,4686,liver,0,13.8888888888889,0,1,7.1,2.5,100,100,20.1,13.4,eYFP
GFAP,4704,4705,liver,0,0,0,1,1.45,3.45,20,11.76,6.7,6.1,eYFP
GFAP,4724,4725,liver,0,0,7.89473684210526,9.67741935483871,2.95,0.95,7.140000000000001,15.909999999999998,1.7000000000000002,0.8999999999999999,eYFP
GFAP,4727,4728,liver,0,0,7.89473684210526,9.67741935483871,3.25,0.6,0,20,1.7000000000000002,4,eYFP
GFAP,4743,4744,liver,0,8.33333333333333,0,0,3.3,1.65,0,0,0,0,eYFP
GFAP,4745,4746,liver,0,7.14285714285714,0,0,0,2.5,7.6899999999999995,4.55,0,0,eYFP
GFAP,4760,4761,liver,0,0,0,0,0,1.25,9.520000000000001,9.09,1.8499999999999999,0.8999999999999999,eYFP
GFAP,4782,4783,liver,0,0,2.1739130434782603,5.28571428571429,1.7,7.4,11.110000000000001,26.669999999999998,0,3.05,eYFP
GFAP,4802,4803,liver,0,0,2.38095238095238,7.9835082458770605,0,2.75,8.7,28.26,5.45,4.1000000000000005,eYFP
GFAP,4817,4818,liver,0,0,12.5,9.29824561403509,3.35,2.4,23.080000000000002,24.32,3.55,4.1000000000000005,eYFP
GFAP,4865,4866,liver,0,0,0,0,1.6,0.6,11.110000000000001,12.5,1.8499999999999999,5.949999999999999,eYFP
GFAP,4895,4896,liver,0,0,14.705882352941199,6.52173913043478,0,1.65,4,3.0300000000000002,12.950000000000001,7.1,eYFP
GFAP,4920,4921,liver,0,13.392857142857101,0,1.72413793103448,7.4,9.45,0,0,10.15,15,eYFP
GFAP,4931,4932,liver,0,0,2,2.38095238095238,0,0.55,18.52,8.33,2.1,2.5,eYFP
GFAP,4952,4953,liver,0,20.5357142857143,2,2.38095238095238,3.35,1.6,18.18,7.32,3.55,0.8,eYFP
GFAP,4955,4956,liver,0,6.25,2,2.38095238095238,0,0.95,38.89,18.75,1.7999999999999998,1.95,eYFP
GFAP,4982,4983,liver,0,7.14285714285714,0,1.99612403100775,1.7,0,17.24,12.770000000000001,0,0,eYFP
GFAP,4988,4989,liver,0,0,0,1.99612403100775,1.45,0,40,20,0,1.15,eYFP
GFAP,4994,4995,liver,0,14.285714285714299,0,1.99612403100775,3.35,4.4,100,100,8.95,7.95,eYFP
GFAP,5061,5062,liver,0,13.392857142857101,1.66666666666667,1.6129032258064497,3.25,1.6,8.33,0,1.7999999999999998,4.95,eYFP
GFAP,5063,5064,liver,0,0,1.66666666666667,1.6129032258064497,3.15,2.1,0,0,1.7999999999999998,9.6,eYFP
GFAP,5093,5094,liver,0,33.0357142857143,1.85185185185185,1.16279069767442,0,0,8,2.56,1.6500000000000001,0.8,eYFP
GFAP,5096,5097,liver,0,13.392857142857101,1.85185185185185,1.16279069767442,0,0.65,6.0600000000000005,2,1.6500000000000001,1.6,eYFP
GFAP,5099,5100,liver,0,8.33333333333333,1.85185185185185,1.16279069767442,1.45,3.45,9.68,9.76,0,2.4,eYFP
GFAP,5111,5112,liver,0,6.25,4.16666666666667,2.12765957446809,0,1.2,4,7.5,1.9,1.95,eYFP
GFAP,5120,5121,liver,0,0,4.16666666666667,2.12765957446809,2.85,1,15.379999999999999,24.39,8.55,3.15,eYFP
GFAP,5138,5139,liver,0,0,0,4.05092592592593,1.35,1,3.2300000000000004,10.870000000000001,1.4500000000000002,4.65,NA
GFAP,5167,5168,liver,0,12.5,4,5.1332288401253905,1.35,0.55,17.65,22.73,3.6999999999999997,0.8,NA
GFAP,5178,5179,liver,0,26.785714285714302,16.6666666666667,13.7931034482759,0,2.4,16,11.63,12.65,6.9,BGHp(A)
GFAP,5191,5192,liver,0,0,0,4.714912280701751,1.4,1.15,20,25,1.7999999999999998,2.0500000000000003,BGHp(A)
GFAP,5305,5306,liver,0,7.14285714285714,1.92307692307692,7.40740740740741,4.4,3.35,14.81,18.18,5,8.200000000000001,BGHp(A)
GFAP,5454,5455,liver,0,NA,0,NA,0,46.45,100,100,0,0,NA
GFAP,5490,5491,liver,0,0,100,33.3333333333333,50,38.9,100,85.71,4.55,8.799999999999999,ITR2_right
GFAP,5559,5560,liver,0,0,0,5.55555555555556,2.8,15.9,0,0,4.55,0,ITR2_right
GFAP,5563,5564,liver,0,0,0,5.55555555555556,7.95,2.8,0,10,0,0,ITR2_right
GFAP,5567,5568,liver,0,100,0,5.55555555555556,5,2.95,0,10,0,0,ITR2_right
GFAP,5584,5585,liver,0,0,0,20.8333333333333,3.55,0,NA,NA,0,6.25,ITR2_right
GFAP,5595,5596,liver,0,100,0,14.285714285714299,10,0,100,100,0,12.5,ITR2_right
GFAP,5606,5607,liver,0,0,0,14.285714285714299,0,11.55,50,0,0,6.25,ITR2_right
GFAP,5617,5618,liver,0,NA,50,0,0,0,100,50,0,8.35,ITR2_right
GFAP,5621,5622,liver,0,0,50,0,0,0,NA,100,16.650000000000002,26.25,ITR2_right
GFAP,5634,5635,liver,0,0,0,0,8.35,0,0,NA,0,14.299999999999999,ITR2_right
GFAP,5638,5639,liver,0,0,0,0,0,0,NA,NA,0,14.299999999999999,ITR2_right
GFAP,5644,5645,liver,0,0,0,0,0,0,NA,NA,0,0,ITR2_right
GFAP,1923,1924,liver,NA,100,NA,NA,0,NA,NA,NA,NA,NA,NA
GFAP,2002,2003,liver,NA,50,0,0,0,3.85,0,25,0,0,ITR2_left
GFAP,2066,2067,liver,NA,12.5,0,12.1428571428571,8.35,14.7,NA,100,27.750000000000004,3.85,ITR2_left
GFAP,3722,3723,liver,NA,50,8.33333333333333,9.41558441558442,3.35,1.1,33.33,57.14,1.55,4.25,GFAP
GFAP,1915,1916,liver,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
GFAP,1940,1941,liver,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
GFAP,1947,1948,liver,NA,0,NA,NA,0,NA,NA,NA,NA,NA,ITR2_left
GFAP,1957,1958,liver,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ITR2_left
GFAP,1959,1960,liver,NA,0,NA,NA,NA,NA,0,NA,NA,NA,ITR2_left
GFAP,1961,1962,liver,NA,0,NA,NA,NA,NA,0,NA,NA,NA,ITR2_left
GFAP,1968,1969,liver,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ITR2_left
GFAP,2004,2005,liver,NA,0,0,0,25,0,0,33.33,0,0,ITR2_left
GFAP,2008,2009,liver,NA,0,0,0,10,0,0,20,0,0,ITR2_left
GFAP,2012,2013,liver,NA,0,0,0,10,0,0,0,0,0,ITR2_left
GFAP,2025,2026,liver,NA,0,0,0,0,0,0,0,0,0,ITR2_left
GFAP,2029,2030,liver,NA,0,0,0,16.65,26.55,NA,0,0,0,ITR2_left
GFAP,2040,2041,liver,NA,0,8.33333333333333,7.14285714285714,5.55,7.15,100,100,0,0,ITR2_left
GFAP,2044,2045,liver,NA,0,8.33333333333333,7.14285714285714,22.9,0,0,28.57,0,0,ITR2_left
GFAP,2047,2048,liver,NA,0,8.33333333333333,7.14285714285714,25,4.55,50,50,0,0,ITR2_left
GFAP,2051,2052,liver,NA,0,8.33333333333333,7.14285714285714,25,4.55,100,100,7.1499999999999995,0,ITR2_left
GFAP,2062,2063,liver,NA,0,0,12.1428571428571,16.65,9.1,50,20,6.25,3.85,ITR2_left
GFAP,5499,5500,liver,NA,0,100,33.3333333333333,0,28.75,100,100,9.1,4.55,ITR2_right
GFAP,5642,5643,liver,NA,0,0,0,0,5,NA,NA,0,0,ITR2_right
LP1,23,24,liver,100,NA,NA,NA,0,NA,NA,NA,0,NA,NA
LP1,146,147,liver,100,NA,NA,NA,0,NA,NA,NA,0,NA,NA
LP1,171,172,liver,100,0,NA,NA,0,NA,NA,NA,100,NA,NA
LP1,357,358,liver,100,0,NA,NA,0,NA,NA,NA,0,NA,NA
LP1,398,399,liver,100,0,NA,NA,0,NA,NA,NA,0,NA,NA
LP1,462,463,liver,100,0,NA,NA,0,NA,NA,NA,0,NA,NA
LP1,1408,1409,liver,100,100,NA,NA,0,0,NA,NA,0,0,NA
LP1,1466,1467,liver,100,100,NA,NA,0,0,NA,NA,0,0,NA
LP1,2002,2003,liver,27.941176470588204,6.25,0,0,7.5,0,0,33.33,0,0,ITR2_left
LP1,2004,2005,liver,12.1428571428571,11.1111111111111,0,0,0,0,0,0,0,0,ITR2_left
LP1,2008,2009,liver,12.1428571428571,0,0,0,0,0,0,0,0,0,ITR2_left
LP1,2012,2013,liver,11.1111111111111,0,0,0,12.5,0,0,0,0,0,ITR2_left
