AAV,start,end,Sample,replicate,annotation,tool,Methylation
GFAP,4508,4509,nat,01,eYFP,nanopolish,0.130040706917934
GFAP,4511,4512,nat,01,eYFP,nanopolish,0.130040706917934
GFAP,4517,4518,nat,01,eYFP,nanopolish,0.130040706917934
GFAP,4523,4524,nat,01,eYFP,nanopolish,0.130040706917934
GFAP,4535,4536,nat,01,eYFP,nanopolish,37.1058962026506
GFAP,4568,4569,nat,01,eYFP,nanopolish,2.03538447187587
GFAP,4580,4581,nat,01,eYFP,nanopolish,9.8487225074227
GFAP,4598,4599,nat,01,eYFP,nanopolish,6.90232055623718
GFAP,4610,4611,nat,01,eYFP,nanopolish,1.62249677833473
GFAP,4616,4617,nat,01,eYFP,nanopolish,1.62249677833473
GFAP,4631,4632,nat,01,eYFP,nanopolish,0.639866920975191
GFAP,4635,4636,nat,01,eYFP,nanopolish,0.639866920975191
GFAP,4643,4644,nat,01,eYFP,nanopolish,0.639866920975191
GFAP,4661,4662,nat,01,eYFP,nanopolish,4.59942186875383
GFAP,4676,4677,nat,01,eYFP,nanopolish,0.564088097010552
GFAP,4685,4686,nat,01,eYFP,nanopolish,0.564088097010552
GFAP,4694,4695,nat,01,eYFP,nanopolish,0.564088097010552
GFAP,4704,4705,nat,01,eYFP,nanopolish,0.564088097010552
GFAP,4724,4725,nat,01,eYFP,nanopolish,6.4424866306956
GFAP,4727,4728,nat,01,eYFP,nanopolish,6.4424866306956
GFAP,4743,4744,nat,01,eYFP,nanopolish,1.01833141014001
GFAP,4745,4746,nat,01,eYFP,nanopolish,1.01833141014001
GFAP,4748,4749,nat,01,eYFP,nanopolish,1.01833141014001
GFAP,4760,4761,nat,01,eYFP,nanopolish,1.35230478949979
GFAP,4766,4767,nat,01,eYFP,nanopolish,1.35230478949979
GFAP,4782,4783,nat,01,eYFP,nanopolish,1.36157523870714
GFAP,4787,4788,nat,01,eYFP,nanopolish,1.36157523870714
GFAP,4802,4803,nat,01,eYFP,nanopolish,3.52681321157966
GFAP,4817,4818,nat,01,eYFP,nanopolish,3.97556900887665
GFAP,4865,4866,nat,01,eYFP,nanopolish,2.45897058267941
GFAP,4880,4881,nat,01,eYFP,nanopolish,11.3733035049325
GFAP,4895,4896,nat,01,eYFP,nanopolish,4.60634976157104
GFAP,4920,4921,nat,01,eYFP,nanopolish,3.44054402565041
GFAP,4931,4932,nat,01,eYFP,nanopolish,0.547486220199112
GFAP,4937,4938,nat,01,eYFP,nanopolish,0.547486220199112
GFAP,4943,4944,nat,01,eYFP,nanopolish,0.547486220199112
GFAP,4952,4953,nat,01,eYFP,nanopolish,0.547486220199112
GFAP,4955,4956,nat,01,eYFP,nanopolish,0.547486220199112
GFAP,4982,4983,nat,01,eYFP,nanopolish,0.555965463769746
GFAP,4985,4986,nat,01,eYFP,nanopolish,0.555965463769746
GFAP,4988,4989,nat,01,eYFP,nanopolish,0.555965463769746
GFAP,4994,4995,nat,01,eYFP,nanopolish,0.555965463769746
GFAP,5006,5007,nat,01,eYFP,nanopolish,4.69897459824489
GFAP,5033,5034,nat,01,eYFP,nanopolish,2.64316032107445
GFAP,5054,5055,nat,01,eYFP,nanopolish,0.898394703666461
GFAP,5061,5062,nat,01,eYFP,nanopolish,0.898394703666461
GFAP,5063,5064,nat,01,eYFP,nanopolish,0.898394703666461
GFAP,5087,5088,nat,01,eYFP,nanopolish,0.438340300022642
GFAP,5093,5094,nat,01,eYFP,nanopolish,0.438340300022642
GFAP,5096,5097,nat,01,eYFP,nanopolish,0.438340300022642
GFAP,5099,5100,nat,01,eYFP,nanopolish,0.438340300022642
GFAP,5111,5112,nat,01,eYFP,nanopolish,3.44288979656991
GFAP,5120,5121,nat,01,eYFP,nanopolish,3.44288979656991
GFAP,5178,5179,nat,01,BGHp(A),nanopolish,8.78144050005592
GFAP,5191,5192,nat,01,BGHp(A),nanopolish,5.74278346901106
GFAP,5237,5238,nat,01,BGHp(A),nanopolish,6.70805840132957
GFAP,5305,5306,nat,01,BGHp(A),nanopolish,1.23603430690045
GFAP,5490,5491,nat,01,ITR,nanopolish,47.4242424242424
GFAP,5504,5505,nat,01,ITR,nanopolish,47.4242424242424
GFAP,5557,5558,nat,01,ITR,nanopolish,7.08133971291866
GFAP,5559,5560,nat,01,ITR,nanopolish,7.08133971291866
GFAP,5563,5564,nat,01,ITR,nanopolish,7.08133971291866
GFAP,5567,5568,nat,01,ITR,nanopolish,7.08133971291866
GFAP,5580,5581,nat,01,ITR,nanopolish,33.8571428571429
GFAP,5584,5585,nat,01,ITR,nanopolish,33.8571428571429
GFAP,5595,5596,nat,01,ITR,nanopolish,50.4573904670197
GFAP,5599,5600,nat,01,ITR,nanopolish,50.4573904670197
GFAP,5602,5603,nat,01,ITR,nanopolish,50.4573904670197
GFAP,5606,5607,nat,01,ITR,nanopolish,50.4573904670197
GFAP,5617,5618,nat,01,ITR,nanopolish,27.5892857142857
GFAP,5621,5622,nat,01,ITR,nanopolish,27.5892857142857
GFAP,5634,5635,nat,01,ITR,nanopolish,11
GFAP,5638,5639,nat,01,ITR,nanopolish,11
GFAP,5642,5643,nat,01,ITR,nanopolish,11
GFAP,5644,5645,nat,01,ITR,nanopolish,11
GFAP,5668,5669,nat,01,ITR,nanopolish,0.892857142857143
GFAP,5676,5677,nat,01,ITR,nanopolish,0.892857142857143
GFAP,5499,5500,nat,01,ITR,nanopolish,47.4242424242424
LP1,1947,1948,nat,01,ITR,nanopolish,1.50772900325673
LP1,1957,1958,nat,01,ITR,nanopolish,1.50772900325673
LP1,1959,1960,nat,01,ITR,nanopolish,1.50772900325673
LP1,1961,1962,nat,01,ITR,nanopolish,1.50772900325673
LP1,1968,1969,nat,01,ITR,nanopolish,1.50772900325673
LP1,2002,2003,nat,01,ITR,nanopolish,14.4803880513679
LP1,2004,2005,nat,01,ITR,nanopolish,14.4803880513679
LP1,2008,2009,nat,01,ITR,nanopolish,14.4803880513679
LP1,2012,2013,nat,01,ITR,nanopolish,14.4803880513679
LP1,2025,2026,nat,01,ITR,nanopolish,2.61948774461883
LP1,2029,2030,nat,01,ITR,nanopolish,2.61948774461883
LP1,2040,2041,nat,01,ITR,nanopolish,3.15416090194578
LP1,2044,2045,nat,01,ITR,nanopolish,3.15416090194578
LP1,2047,2048,nat,01,ITR,nanopolish,3.15416090194578
LP1,2051,2052,nat,01,ITR,nanopolish,3.15416090194578
LP1,2062,2063,nat,01,ITR,nanopolish,3.04210813627453
LP1,2066,2067,nat,01,ITR,nanopolish,3.04210813627453
LP1,2079,2080,nat,01,ITR,nanopolish,5.33791114768184
LP1,2083,2084,nat,01,ITR,nanopolish,5.33791114768184
LP1,2087,2088,nat,01,ITR,nanopolish,5.33791114768184
LP1,2089,2090,nat,01,ITR,nanopolish,5.33791114768184
LP1,2315,2316,nat,01,promoter,nanopolish,2.50292869616401
LP1,2331,2332,nat,01,promoter,nanopolish,6.06114788399621
LP1,2359,2360,nat,01,promoter,nanopolish,0.801698845780134
LP1,2396,2397,nat,01,promoter,nanopolish,9.35308433324316
LP1,2435,2436,nat,01,promoter,nanopolish,0.297392618828763
LP1,2439,2440,nat,01,promoter,nanopolish,0.297392618828763
LP1,2446,2447,nat,01,promoter,nanopolish,0.297392618828763
LP1,2452,2453,nat,01,promoter,nanopolish,0.297392618828763
LP1,2456,2457,nat,01,promoter,nanopolish,0.297392618828763
LP1,2500,2501,nat,01,promoter,nanopolish,25.0173202963283
LP1,2545,2546,nat,01,promoter,nanopolish,1.32777426639584
LP1,2575,2576,nat,01,promoter,nanopolish,6.17125903644999
LP1,2579,2580,nat,01,promoter,nanopolish,6.17125903644999
LP1,2639,2640,nat,01,promoter,nanopolish,0.682184999825866
LP1,2777,2778,nat,01,eYFP,nanopolish,2.78411072647705
LP1,2792,2793,nat,01,eYFP,nanopolish,7.10647478797342
LP1,2813,2814,nat,01,eYFP,nanopolish,0.381687402177837
LP1,2822,2823,nat,01,eYFP,nanopolish,0.381687402177837
LP1,2825,2826,nat,01,eYFP,nanopolish,0.381687402177837
LP1,2828,2829,nat,01,eYFP,nanopolish,0.381687402177837
LP1,2834,2835,nat,01,eYFP,nanopolish,0.381687402177837
LP1,2849,2850,nat,01,eYFP,nanopolish,0.139936525152103
LP1,2855,2856,nat,01,eYFP,nanopolish,0.139936525152103
LP1,2858,2859,nat,01,eYFP,nanopolish,0.139936525152103
LP1,2864,2865,nat,01,eYFP,nanopolish,0.139936525152103
LP1,2870,2871,nat,01,eYFP,nanopolish,0.139936525152103
LP1,2882,2883,nat,01,eYFP,nanopolish,36.938715347086
LP1,2915,2916,nat,01,eYFP,nanopolish,2.42127570072464
LP1,2927,2928,nat,01,eYFP,nanopolish,10.8340833047106
LP1,2945,2946,nat,01,eYFP,nanopolish,7.01948381075389
LP1,2957,2958,nat,01,eYFP,nanopolish,1.2331801162164
LP1,2963,2964,nat,01,eYFP,nanopolish,1.2331801162164
LP1,2978,2979,nat,01,eYFP,nanopolish,0.507142417113818
LP1,2982,2983,nat,01,eYFP,nanopolish,0.507142417113818
LP1,2990,2991,nat,01,eYFP,nanopolish,0.507142417113818
LP1,3008,3009,nat,01,eYFP,nanopolish,3.39126924179169
LP1,3023,3024,nat,01,eYFP,nanopolish,0.393041463774639
LP1,3032,3033,nat,01,eYFP,nanopolish,0.393041463774639
LP1,3041,3042,nat,01,eYFP,nanopolish,0.393041463774639
LP1,3051,3052,nat,01,eYFP,nanopolish,0.393041463774639
LP1,3071,3072,nat,01,eYFP,nanopolish,5.41676854778125
LP1,3074,3075,nat,01,eYFP,nanopolish,5.41676854778125
LP1,3090,3091,nat,01,eYFP,nanopolish,0.852804827046761
LP1,3092,3093,nat,01,eYFP,nanopolish,0.852804827046761
LP1,3095,3096,nat,01,eYFP,nanopolish,0.852804827046761
LP1,3107,3108,nat,01,eYFP,nanopolish,0.99373224799353
LP1,3113,3114,nat,01,eYFP,nanopolish,0.99373224799353
LP1,3129,3130,nat,01,eYFP,nanopolish,1.13228886179099
LP1,3134,3135,nat,01,eYFP,nanopolish,1.13228886179099
LP1,3149,3150,nat,01,eYFP,nanopolish,3.3978649803566
LP1,3164,3165,nat,01,eYFP,nanopolish,3.58343105605482
LP1,3212,3213,nat,01,eYFP,nanopolish,2.59593560591229
LP1,3227,3228,nat,01,eYFP,nanopolish,11.8544427996478
LP1,3242,3243,nat,01,eYFP,nanopolish,3.88699045675646
LP1,3267,3268,nat,01,eYFP,nanopolish,2.92331608878869
LP1,3278,3279,nat,01,eYFP,nanopolish,0.359015320225159
LP1,3284,3285,nat,01,eYFP,nanopolish,0.359015320225159
LP1,3290,3291,nat,01,eYFP,nanopolish,0.359015320225159
LP1,3299,3300,nat,01,eYFP,nanopolish,0.359015320225159
LP1,3302,3303,nat,01,eYFP,nanopolish,0.359015320225159
LP1,3329,3330,nat,01,eYFP,nanopolish,0.694333574616576
LP1,3332,3333,nat,01,eYFP,nanopolish,0.694333574616576
LP1,3335,3336,nat,01,eYFP,nanopolish,0.694333574616576
LP1,3341,3342,nat,01,eYFP,nanopolish,0.694333574616576
LP1,3353,3354,nat,01,eYFP,nanopolish,4.15006684698126
LP1,3380,3381,nat,01,eYFP,nanopolish,2.9215771151255
LP1,3401,3402,nat,01,eYFP,nanopolish,0.925257502245864
LP1,3408,3409,nat,01,eYFP,nanopolish,0.925257502245864
LP1,3410,3411,nat,01,eYFP,nanopolish,0.925257502245864
LP1,3434,3435,nat,01,eYFP,nanopolish,0.374266198263517
LP1,3440,3441,nat,01,eYFP,nanopolish,0.374266198263517
LP1,3443,3444,nat,01,eYFP,nanopolish,0.374266198263517
LP1,3446,3447,nat,01,eYFP,nanopolish,0.374266198263517
LP1,3458,3459,nat,01,eYFP,nanopolish,3.00966922602362
LP1,3467,3468,nat,01,eYFP,nanopolish,3.00966922602362
LP1,3525,3526,nat,01,BGHp(A),nanopolish,8.0420015263797
LP1,3538,3539,nat,01,BGHp(A),nanopolish,6.85066483507633
LP1,3584,3585,nat,01,BGHp(A),nanopolish,8.17681437579261
LP1,3652,3653,nat,01,BGHp(A),nanopolish,1.22397074938537
LP1,3773,3774,nat,01,stuffer,nanopolish,1.38508218146274
LP1,3776,3777,nat,01,stuffer,nanopolish,1.38508218146274
LP1,3796,3797,nat,01,stuffer,nanopolish,0.807646838213614
LP1,3812,3813,nat,01,stuffer,nanopolish,2.75469140456296
LP1,3835,3836,nat,01,stuffer,nanopolish,0.563474168428079
LP1,3845,3846,nat,01,stuffer,nanopolish,0.563474168428079
LP1,3853,3854,nat,01,stuffer,nanopolish,0.563474168428079
LP1,3863,3864,nat,01,stuffer,nanopolish,0.563474168428079
LP1,3868,3869,nat,01,stuffer,nanopolish,0.563474168428079
LP1,3872,3873,nat,01,stuffer,nanopolish,0.563474168428079
LP1,3890,3891,nat,01,stuffer,nanopolish,1.58266859053906
LP1,3904,3905,nat,01,stuffer,nanopolish,1.16357435267061
LP1,3911,3912,nat,01,stuffer,nanopolish,1.16357435267061
LP1,3927,3928,nat,01,stuffer,nanopolish,2.5814070013877
LP1,3939,3940,nat,01,stuffer,nanopolish,1.7378473992309
LP1,3945,3946,nat,01,stuffer,nanopolish,1.7378473992309
LP1,3964,3965,nat,01,stuffer,nanopolish,14.7156202970156
LP1,3979,3980,nat,01,stuffer,nanopolish,2.08962642100638
LP1,3988,3989,nat,01,stuffer,nanopolish,2.08962642100638
LP1,3991,3992,nat,01,stuffer,nanopolish,2.08962642100638
LP1,4015,4016,nat,01,stuffer,nanopolish,0.679086401434031
LP1,4021,4022,nat,01,stuffer,nanopolish,0.679086401434031
LP1,4026,4027,nat,01,stuffer,nanopolish,0.679086401434031
LP1,4042,4043,nat,01,stuffer,nanopolish,9.42488034026385
LP1,4059,4060,nat,01,stuffer,nanopolish,0.728716137116216
LP1,4068,4069,nat,01,stuffer,nanopolish,0.728716137116216
LP1,4071,4072,nat,01,stuffer,nanopolish,0.728716137116216
LP1,4083,4084,nat,01,stuffer,nanopolish,1.65745285867027
LP1,4092,4093,nat,01,stuffer,nanopolish,1.65745285867027
LP1,4095,4096,nat,01,stuffer,nanopolish,1.65745285867027
LP1,4107,4108,nat,01,stuffer,nanopolish,1.79254842649571
LP1,4152,4153,nat,01,stuffer,nanopolish,2.26951917749651
LP1,4154,4155,nat,01,stuffer,nanopolish,2.26951917749651
LP1,4171,4172,nat,01,stuffer,nanopolish,0.256843192175176
LP1,4179,4180,nat,01,stuffer,nanopolish,0.256843192175176
LP1,4182,4183,nat,01,stuffer,nanopolish,0.256843192175176
LP1,4201,4202,nat,01,stuffer,nanopolish,0.787400105857276
LP1,4205,4206,nat,01,stuffer,nanopolish,0.787400105857276
LP1,4213,4214,nat,01,stuffer,nanopolish,0.787400105857276
LP1,4219,4220,nat,01,stuffer,nanopolish,0.787400105857276
LP1,4232,4233,nat,01,stuffer,nanopolish,1.61640145055577
LP1,4239,4240,nat,01,stuffer,nanopolish,1.61640145055577
LP1,4258,4259,nat,01,stuffer,nanopolish,0.11559765273982
LP1,4268,4269,nat,01,stuffer,nanopolish,0.11559765273982
LP1,4270,4271,nat,01,stuffer,nanopolish,0.11559765273982
LP1,4273,4274,nat,01,stuffer,nanopolish,0.11559765273982
LP1,4283,4284,nat,01,stuffer,nanopolish,0.11559765273982
LP1,4288,4289,nat,01,stuffer,nanopolish,0.11559765273982
LP1,4290,4291,nat,01,stuffer,nanopolish,0.11559765273982
LP1,4304,4305,nat,01,stuffer,nanopolish,3.79532907923874
LP1,4315,4316,nat,01,stuffer,nanopolish,0.973612616002848
LP1,4346,4347,nat,01,stuffer,nanopolish,0.330693270205775
LP1,4354,4355,nat,01,stuffer,nanopolish,0.330693270205775
LP1,4364,4365,nat,01,stuffer,nanopolish,0.330693270205775
LP1,4369,4370,nat,01,stuffer,nanopolish,0.330693270205775
LP1,4374,4375,nat,01,stuffer,nanopolish,0.330693270205775
LP1,4389,4390,nat,01,stuffer,nanopolish,4.73726378832763
LP1,4405,4406,nat,01,stuffer,nanopolish,2.42663247797002
LP1,4424,4425,nat,01,stuffer,nanopolish,1.51530752295302
LP1,4445,4446,nat,01,stuffer,nanopolish,1.02081979787747
LP1,4447,4448,nat,01,stuffer,nanopolish,1.02081979787747
LP1,4477,4478,nat,01,stuffer,nanopolish,0.772303351054164
LP1,4480,4481,nat,01,stuffer,nanopolish,0.772303351054164
LP1,4487,4488,nat,01,stuffer,nanopolish,0.772303351054164
LP1,4499,4500,nat,01,stuffer,nanopolish,9.80281864375092
LP1,4530,4531,nat,01,stuffer,nanopolish,0.109287902945472
LP1,4537,4538,nat,01,stuffer,nanopolish,0.109287902945472
LP1,4543,4544,nat,01,stuffer,nanopolish,0.109287902945472
LP1,4549,4550,nat,01,stuffer,nanopolish,0.109287902945472
LP1,4551,4552,nat,01,stuffer,nanopolish,0.109287902945472
LP1,4558,4559,nat,01,stuffer,nanopolish,0.109287902945472
LP1,4561,4562,nat,01,stuffer,nanopolish,0.109287902945472
LP1,4573,4574,nat,01,stuffer,nanopolish,1.14101083350914
LP1,4580,4581,nat,01,stuffer,nanopolish,1.14101083350914
LP1,4594,4595,nat,01,stuffer,nanopolish,0.255632761145574
LP1,4598,4599,nat,01,stuffer,nanopolish,0.255632761145574
LP1,4600,4601,nat,01,stuffer,nanopolish,0.255632761145574
LP1,4610,4611,nat,01,stuffer,nanopolish,0.255632761145574
LP1,4618,4619,nat,01,stuffer,nanopolish,0.255632761145574
LP1,4621,4622,nat,01,stuffer,nanopolish,0.255632761145574
LP1,4629,4630,nat,01,stuffer,nanopolish,0.255632761145574
LP1,4642,4643,nat,01,stuffer,nanopolish,2.42803224912048
LP1,4645,4646,nat,01,stuffer,nanopolish,2.42803224912048
LP1,4653,4654,nat,01,stuffer,nanopolish,2.42803224912048
LP1,4664,4665,nat,01,stuffer,nanopolish,0.764013329006345
LP1,4668,4669,nat,01,stuffer,nanopolish,0.764013329006345
LP1,4687,4688,nat,01,stuffer,nanopolish,0.641506718537255
LP1,4690,4691,nat,01,stuffer,nanopolish,0.641506718537255
LP1,4693,4694,nat,01,stuffer,nanopolish,0.641506718537255
LP1,4698,4699,nat,01,stuffer,nanopolish,0.641506718537255
LP1,4720,4721,nat,01,stuffer,nanopolish,0.13532425815855
LP1,4726,4727,nat,01,stuffer,nanopolish,0.13532425815855
LP1,4733,4734,nat,01,stuffer,nanopolish,0.13532425815855
LP1,4735,4736,nat,01,stuffer,nanopolish,0.13532425815855
LP1,4742,4743,nat,01,stuffer,nanopolish,0.13532425815855
LP1,4771,4772,nat,01,stuffer,nanopolish,1.56556969686144
LP1,4779,4780,nat,01,stuffer,nanopolish,1.56556969686144
LP1,4790,4791,nat,01,stuffer,nanopolish,0.438376030647229
LP1,4795,4796,nat,01,stuffer,nanopolish,0.438376030647229
LP1,4802,4803,nat,01,stuffer,nanopolish,0.438376030647229
LP1,4807,4808,nat,01,stuffer,nanopolish,0.438376030647229
LP1,4848,4849,nat,01,stuffer,nanopolish,1.82207094813713
LP1,4891,4892,nat,01,stuffer,nanopolish,0.092443612935499
LP1,4894,4895,nat,01,stuffer,nanopolish,0.092443612935499
LP1,4898,4899,nat,01,stuffer,nanopolish,0.092443612935499
LP1,4905,4906,nat,01,stuffer,nanopolish,0.092443612935499
LP1,4914,4915,nat,01,stuffer,nanopolish,0.092443612935499
LP1,4923,4924,nat,01,stuffer,nanopolish,0.092443612935499
LP1,4935,4936,nat,01,stuffer,nanopolish,0.79920947284346
LP1,4942,4943,nat,01,stuffer,nanopolish,0.79920947284346
LP1,4946,4947,nat,01,stuffer,nanopolish,0.79920947284346
LP1,4951,4952,nat,01,stuffer,nanopolish,0.79920947284346
LP1,4990,4991,nat,01,stuffer,nanopolish,15.3301224162151
LP1,5009,5010,nat,01,stuffer,nanopolish,0.090579710144927
LP1,5017,5018,nat,01,stuffer,nanopolish,0.090579710144927
LP1,5025,5026,nat,01,stuffer,nanopolish,0.090579710144927
LP1,5027,5028,nat,01,stuffer,nanopolish,0.090579710144927
LP1,5037,5038,nat,01,stuffer,nanopolish,0.090579710144927
LP1,5040,5041,nat,01,stuffer,nanopolish,0.090579710144927
LP1,5047,5048,nat,01,stuffer,nanopolish,0.090579710144927
LP1,5051,5052,nat,01,stuffer,nanopolish,0.090579710144927
LP1,5053,5054,nat,01,stuffer,nanopolish,0.090579710144927
LP1,5058,5059,nat,01,stuffer,nanopolish,0.090579710144927
LP1,5060,5061,nat,01,stuffer,nanopolish,0.090579710144927
LP1,5072,5073,nat,01,stuffer,nanopolish,0.493484733006655
LP1,5074,5075,nat,01,stuffer,nanopolish,0.493484733006655
LP1,5078,5079,nat,01,stuffer,nanopolish,0.493484733006655
LP1,5088,5089,nat,01,stuffer,nanopolish,0.493484733006655
LP1,5106,5107,nat,01,stuffer,nanopolish,5.96901432227015
LP1,5128,5129,nat,01,stuffer,nanopolish,0.39356127598942
LP1,5131,5132,nat,01,stuffer,nanopolish,0.39356127598942
LP1,5140,5141,nat,01,stuffer,nanopolish,0.39356127598942
LP1,5143,5144,nat,01,stuffer,nanopolish,0.39356127598942
LP1,5145,5146,nat,01,stuffer,nanopolish,0.39356127598942
LP1,5153,5154,nat,01,stuffer,nanopolish,0.39356127598942
LP1,5170,5171,nat,01,stuffer,nanopolish,1.78109563879167
LP1,5180,5181,nat,01,stuffer,nanopolish,1.78109563879167
LP1,5184,5185,nat,01,stuffer,nanopolish,1.78109563879167
LP1,5200,5201,nat,01,stuffer,nanopolish,0.277008310249307
LP1,5203,5204,nat,01,stuffer,nanopolish,0.277008310249307
LP1,5209,5210,nat,01,stuffer,nanopolish,0.277008310249307
LP1,5217,5218,nat,01,stuffer,nanopolish,0.277008310249307
LP1,5224,5225,nat,01,stuffer,nanopolish,0.277008310249307
LP1,5238,5239,nat,01,stuffer,nanopolish,0.159235668789809
LP1,5247,5248,nat,01,stuffer,nanopolish,0.159235668789809
LP1,5249,5250,nat,01,stuffer,nanopolish,0.159235668789809
LP1,5251,5252,nat,01,stuffer,nanopolish,0.159235668789809
LP1,5274,5275,nat,01,stuffer,nanopolish,3.15735547886109
LP1,5283,5284,nat,01,stuffer,nanopolish,3.15735547886109
LP1,5310,5311,nat,01,stuffer,nanopolish,1.35306626423378
LP1,5325,5326,nat,01,stuffer,nanopolish,0.667918645028701
LP1,5327,5328,nat,01,stuffer,nanopolish,0.667918645028701
LP1,5331,5332,nat,01,stuffer,nanopolish,0.667918645028701
LP1,5344,5345,nat,01,stuffer,nanopolish,0.801722558182151
LP1,5350,5351,nat,01,stuffer,nanopolish,0.801722558182151
LP1,5356,5357,nat,01,stuffer,nanopolish,0.801722558182151
LP1,5358,5359,nat,01,stuffer,nanopolish,0.801722558182151
LP1,5377,5378,nat,01,stuffer,nanopolish,3.46250901225667
LP1,5405,5406,nat,01,stuffer,nanopolish,1.3087116242456
LP1,5417,5418,nat,01,stuffer,nanopolish,5.9197414489631
LP1,5434,5435,nat,01,stuffer,nanopolish,0.325741525423729
LP1,5479,5480,nat,01,stuffer,nanopolish,0.488854534439175
LP1,5487,5488,nat,01,stuffer,nanopolish,0.488854534439175
LP1,5493,5494,nat,01,stuffer,nanopolish,0.488854534439175
LP1,5503,5504,nat,01,stuffer,nanopolish,0.488854534439175
LP1,5515,5516,nat,01,stuffer,nanopolish,0.49369262268014
LP1,5520,5521,nat,01,stuffer,nanopolish,0.49369262268014
LP1,5523,5524,nat,01,stuffer,nanopolish,0.49369262268014
LP1,5527,5528,nat,01,stuffer,nanopolish,0.49369262268014
LP1,5531,5532,nat,01,stuffer,nanopolish,0.49369262268014
LP1,5548,5549,nat,01,stuffer,nanopolish,3.78965922444183
LP1,5563,5564,nat,01,stuffer,nanopolish,0.333514913675223
LP1,5567,5568,nat,01,stuffer,nanopolish,0.333514913675223
LP1,5571,5572,nat,01,stuffer,nanopolish,0.333514913675223
LP1,5574,5575,nat,01,stuffer,nanopolish,0.333514913675223
LP1,5583,5584,nat,01,stuffer,nanopolish,0.333514913675223
LP1,5589,5590,nat,01,stuffer,nanopolish,0.333514913675223
LP1,5624,5625,nat,01,stuffer,nanopolish,18.2377942458588
LP1,5632,5633,nat,01,stuffer,nanopolish,18.2377942458588
LP1,5644,5645,nat,01,stuffer,nanopolish,1.19475386273805
LP1,5656,5657,nat,01,stuffer,nanopolish,2.29323089459286
LP1,5669,5670,nat,01,stuffer,nanopolish,1.43316606858351
LP1,5677,5678,nat,01,stuffer,nanopolish,1.43316606858351
LP1,5683,5684,nat,01,stuffer,nanopolish,1.43316606858351
LP1,5706,5707,nat,01,stuffer,nanopolish,12.4183006535948
LP1,5721,5722,nat,01,stuffer,nanopolish,2.87330316742081
LP1,5731,5732,nat,01,stuffer,nanopolish,2.87330316742081
LP1,5752,5753,nat,01,stuffer,nanopolish,6.7027027027027
LP1,5831,5832,nat,01,ITR,nanopolish,58.0808080808081
LP1,5898,5899,nat,01,ITR,nanopolish,5.58404679155718
LP1,5900,5901,nat,01,ITR,nanopolish,5.58404679155718
LP1,5908,5909,nat,01,ITR,nanopolish,5.58404679155718
LP1,5921,5922,nat,01,ITR,nanopolish,35.0657894736842
LP1,5925,5926,nat,01,ITR,nanopolish,35.0657894736842
LP1,5936,5937,nat,01,ITR,nanopolish,50.708471510401
LP1,5940,5941,nat,01,ITR,nanopolish,50.708471510401
LP1,5943,5944,nat,01,ITR,nanopolish,50.708471510401
LP1,5947,5948,nat,01,ITR,nanopolish,50.708471510401
LP1,5958,5959,nat,01,ITR,nanopolish,31.7073170731707
LP1,5962,5963,nat,01,ITR,nanopolish,31.7073170731707
LP1,5975,5976,nat,01,ITR,nanopolish,10.7758620689655
LP1,5979,5980,nat,01,ITR,nanopolish,10.7758620689655
LP1,5983,5984,nat,01,ITR,nanopolish,10.7758620689655
LP1,5985,5986,nat,01,ITR,nanopolish,10.7758620689655
LP1,6009,6010,nat,01,ITR,nanopolish,1.05470085470085
LP1,6017,6018,nat,01,ITR,nanopolish,1.05470085470085
LP1,5245,5246,nat,01,stuffer,nanopolish,0.159235668789809
LP1,5383,5384,nat,01,stuffer,nanopolish,3.46250901225667
LP1,5400,5401,nat,01,stuffer,nanopolish,1.3087116242456
LP1,5428,5429,nat,01,stuffer,nanopolish,0.325741525423729
LP1,5457,5458,nat,01,stuffer,nanopolish,4.81327726900189
LP1,5500,5501,nat,01,stuffer,nanopolish,0.488854534439175
LP1,5904,5905,nat,01,ITR,nanopolish,5.58404679155718
LP1,5840,5841,nat,01,ITR,nanopolish,58.0808080808081
LP1,5845,5846,nat,01,ITR,nanopolish,58.0808080808081
CMV,2002,2003,liver,02,ITR,nanopolish,0
CMV,2004,2005,liver,02,ITR,nanopolish,0
CMV,2008,2009,liver,02,ITR,nanopolish,0
CMV,2012,2013,liver,02,ITR,nanopolish,0
CMV,2025,2026,liver,02,ITR,nanopolish,11.5546218487395
CMV,2029,2030,liver,02,ITR,nanopolish,11.5546218487395
CMV,2040,2041,liver,02,ITR,nanopolish,21.3053263315829
CMV,2044,2045,liver,02,ITR,nanopolish,21.3053263315829
CMV,2047,2048,liver,02,ITR,nanopolish,21.3053263315829
CMV,2051,2052,liver,02,ITR,nanopolish,21.3053263315829
CMV,2062,2063,liver,02,ITR,nanopolish,7.63888888888889
CMV,2066,2067,liver,02,ITR,nanopolish,7.63888888888889
CMV,2079,2080,liver,02,ITR,nanopolish,5.84707646176912
CMV,2083,2084,liver,02,ITR,nanopolish,5.84707646176912
CMV,2087,2088,liver,02,ITR,nanopolish,5.84707646176912
CMV,2089,2090,liver,02,ITR,nanopolish,5.84707646176912
CMV,2230,2231,liver,02,promoter,nanopolish,0
CMV,2265,2266,liver,02,promoter,nanopolish,2.60909368324687
CMV,2267,2268,liver,02,promoter,nanopolish,2.60909368324687
